review_id,customer_name,age,brand,model,price_usd,price_local,currency,exchange_rate_to_usd,rating,review_text,sentiment,country,language,review_date,verified_purchase,battery_life_rating,camera_rating,performance_rating,design_rating,display_rating,review_length,word_count,helpful_votes,source
28709,Alison Frost,19,OnePlus,OnePlus 12,499.45,£389.57,GBP,0.78,4,Smooth performance even after months of use. Absolutely worth it!,Positive,UK,English,2025-10-09,True,4,4,4,3,4,65,10,6,Flipkart
28710,Steven Anderson,30,Xiaomi,Redmi Note 13,580.62,A$888.35,AUD,1.53,4,Fast charging is a lifesaver. No regrets buying this one.,Positive,Australia,English,2024-08-07,True,4,4,3,3,3,57,10,6,AliExpress
28711,Stephen Fleming,55,Motorola,Razr 40,425.86,$425.86,USD,1.0,5,"Face unlock is instant, super smooth. No regrets buying this one.",Positive,USA,English,2024-02-13,True,5,4,3,4,5,65,11,2,BestBuy
28712,Donald Ball,18,OnePlus,OnePlus Nord 3,416.96,£325.23,GBP,0.78,5,Smooth performance even after months of use. No regrets buying this one.,Positive,UK,English,2023-10-26,True,5,5,3,5,5,72,12,3,BestBuy
28713,Vedhika Panchal,23,Google,Pixel 8,975.9,₹80999.7,INR,83.0,4,Display is crisp and vibrant — perfect for gaming. Absolutely worth it!,Positive,India,Hindi,2023-07-28,False,4,2,2,2,5,71,12,2,eBay
28714,Monica Moore,33,Realme,Realme 12 Pro,299.76,$299.76,USD,1.0,4,Battery easily lasts a day with heavy use. Absolutely worth it!,Positive,USA,English,2022-11-06,True,3,3,4,3,3,63,11,3,AliExpress
28715,Manuella Aragão,20,Motorola,Edge 50,380.56,R$2169.19,BRL,5.7,3,Not bad for daily use but could be optimized. Fine but could be better.,Neutral,Brazil,Portuguese,2025-06-11,False,3,1,2,2,2,71,14,3,AliExpress
28716,Tiffany Massey,40,Motorola,Razr 40,578.13,د.إ2121.74,AED,3.67,5,Battery easily lasts a day with heavy use. Absolutely worth it!,Positive,UAE,English,2025-05-25,True,3,5,3,5,5,63,11,4,Amazon
28717,Ganga Tripathi,25,Samsung,Galaxy Note 20,780.17,₹64754.11,INR,83.0,2,"Performance is average, camera okay. Okay for casual use.",Neutral,India,Hindi,2022-12-27,True,1,1,2,1,2,57,9,2,AliExpress
28718,Lori Brown,32,Realme,Realme Narzo 70,381.01,د.إ1398.31,AED,3.67,4,"Face unlock is instant, super smooth. Absolutely worth it!",Positive,UAE,English,2024-10-07,True,2,2,4,5,5,58,9,5,AliExpress
28719,Mr Clifford Miller,31,Realme,Realme Narzo 70,539.58,£420.87,GBP,0.78,1,Display started flickering after a month. Not up to the mark.,Negative,UK,English,2025-06-24,True,1,1,1,1,1,61,11,2,Flipkart
28720,Joseph Robinson,36,OnePlus,OnePlus 12,841.51,A$1287.51,AUD,1.53,4,Fast charging is a lifesaver. No regrets buying this one.,Positive,Australia,English,2023-11-20,True,4,1,5,5,2,57,10,8,Flipkart
28721,David Edwards,24,Realme,Realme Narzo 70,325.0,$325.0,USD,1.0,4,Fast charging is a lifesaver. No regrets buying this one.,Positive,USA,English,2024-07-15,False,4,3,4,3,2,57,10,8,Flipkart
28722,Vidhi Nayar,34,Apple,iPhone 14,1405.48,₹116654.84,INR,83.0,1,"Phone hangs often, regret buying it. Very disappointed.",Negative,India,Hindi,2023-06-11,True,1,3,1,1,1,55,8,2,Amazon
28723,Ahmet Radisch,28,OnePlus,OnePlus Nord 3,841.01,€782.14,EUR,0.93,3,Design feels premium and stylish. Best purchase of the year!,Positive,Germany,German,2023-07-30,True,3,2,5,3,1,60,10,9,eBay
28724,Leah Mckee,38,OnePlus,OnePlus 12,869.13,A$1329.77,AUD,1.53,3,Battery easily lasts a day with heavy use. Absolutely worth it!,Positive,Australia,English,2024-01-03,False,3,2,2,4,4,63,11,9,Flipkart
28725,Michael Davidson,30,Realme,Realme 12 Pro,534.61,A$817.95,AUD,1.53,4,Battery easily lasts a day with heavy use. Loving it so far!,Positive,Australia,English,2023-07-21,True,3,4,4,3,3,60,12,4,Flipkart
28726,Joseph Mack,21,Realme,Realme 12 Pro,420.17,$420.17,USD,1.0,2,Speaker quality is bad and muffled. Wouldn’t recommend.,Negative,USA,English,2024-11-08,False,1,3,1,1,1,55,8,1,Amazon
28727,Sabrina Davis,39,Apple,iPhone 15 Pro,714.06,A$1092.51,AUD,1.53,1,Not bad for daily use but could be optimized. Okay for casual use.,Neutral,Australia,English,2025-04-27,True,1,1,2,1,1,66,13,2,BestBuy
28728,Jennifer Mccullough,18,Realme,Realme 12 Pro,200.94,C$277.3,CAD,1.38,2,"Does what it’s supposed to, nothing special. Fine but could be better.",Neutral,Canada,English,2023-04-20,True,2,1,1,1,3,70,12,0,Flipkart
28729,Hans-Karl Roht-Ruppert,26,Motorola,Moto G Power,615.46,€572.38,EUR,0.93,2,"Overall decent, but expected a bit more for the price. Fine but could be better.",Neutral,Germany,German,2024-08-31,True,2,3,3,1,2,80,15,2,eBay
28730,Gina Perkins,20,Samsung,Galaxy Note 20,1098.6,د.إ4031.86,AED,3.67,1,Not worth the money spent. Wouldn’t recommend.,Negative,UAE,English,2025-09-04,True,1,1,1,1,1,46,7,1,eBay
28731,Carlos Ware,26,Xiaomi,Poco X6,557.61,د.إ2046.43,AED,3.67,4,Not bad for daily use but could be optimized. Okay for casual use.,Neutral,UAE,English,2023-07-12,False,2,5,5,4,4,66,13,2,AliExpress
28732,Frau Monica Rogner MBA.,46,OnePlus,OnePlus 11R,740.13,€688.32,EUR,0.93,1,Not worth the money spent. Not up to the mark.,Negative,Germany,German,2024-04-09,False,2,1,1,2,2,46,10,4,BestBuy
28733,Dipl.-Ing. Artur Ullrich,37,Xiaomi,Redmi Note 13,369.0,€343.17,EUR,0.93,2,"Phone hangs often, regret buying it. Not up to the mark.",Negative,Germany,German,2023-09-12,True,1,2,1,2,1,56,11,0,eBay
28734,Zoe Gutierrez,46,Motorola,Edge 50,593.85,A$908.59,AUD,1.53,1,"Performance is average, camera okay. Average experience overall.",Neutral,Australia,English,2024-08-21,True,1,1,1,1,1,64,8,1,Flipkart
28735,Jeet Mitra,23,Apple,iPhone SE,1041.76,₹86466.08,INR,83.0,4,Design feels premium and stylish. Loving it so far!,Positive,India,Hindi,2025-06-06,True,4,3,2,5,4,51,9,7,Amazon
28736,Osha Merchant,18,Google,Pixel 7a,688.22,₹57122.26,INR,83.0,1,Battery life could be slightly better. Fine but could be better.,Neutral,India,Hindi,2025-07-09,True,1,1,1,1,1,64,11,3,eBay
28737,Tiffany Deleon,40,Xiaomi,Mi 13 Pro,683.75,A$1046.14,AUD,1.53,3,Battery life could be slightly better. Fine but could be better.,Neutral,Australia,English,2023-04-23,False,2,1,3,3,2,64,11,2,BestBuy
28738,Sam Gibbs,36,Apple,iPhone 14,1477.59,£1152.52,GBP,0.78,2,Charging is very slow compared to other brands. Returning this soon.,Negative,UK,English,2024-11-24,True,2,2,2,3,1,68,11,3,Amazon
28739,Mr. Timothy King MD,41,Motorola,Moto G Power,476.34,$476.34,USD,1.0,3,"Face unlock is instant, super smooth. Best purchase of the year!",Positive,USA,English,2025-03-06,True,3,3,4,1,3,64,11,5,BestBuy
28740,Natália Teixeira,49,Xiaomi,Redmi Note 13,533.69,R$3042.03,BRL,5.7,5,Worth every penny. Highly recommended! Loving it so far!,Positive,Brazil,Portuguese,2023-09-11,True,4,4,5,5,5,56,9,1,Amazon
28741,Jagrati Bath,18,Apple,iPhone 13,1193.53,₹99062.99,INR,83.0,4,Design feels premium and stylish. No regrets buying this one.,Positive,India,Hindi,2024-10-02,True,3,5,2,4,4,61,10,4,Amazon
28742,Aaron Padilla,40,Xiaomi,Poco X6,540.45,$540.45,USD,1.0,3,Speaker quality is bad and muffled. Wouldn’t recommend.,Negative,USA,English,2023-07-18,True,3,4,2,3,2,55,8,1,AliExpress
28743,Widisha Natarajan,41,Xiaomi,Redmi Note 13,584.6,₹48521.8,INR,83.0,4,Display is crisp and vibrant — perfect for gaming. Loving it so far!,Positive,India,Hindi,2025-05-13,True,4,3,2,3,5,68,13,1,BestBuy
28744,Madison Blair,30,Xiaomi,Poco X6,438.18,C$604.69,CAD,1.38,3,Software updates are delayed sometimes. Fine but could be better.,Neutral,Canada,English,2023-11-14,True,2,3,2,4,2,65,10,1,AliExpress
28745,Steven Barron,47,Apple,iPhone 13,978.57,د.إ3591.35,AED,3.67,3,Build quality feels solid and durable. No regrets buying this one.,Positive,UAE,English,2024-12-14,False,1,3,4,2,3,66,11,5,Flipkart
28746,Kenneth Davis,31,Realme,Realme Narzo 70,246.5,C$340.17,CAD,1.38,2,Phone lags often after a few apps. Very disappointed.,Negative,Canada,English,2024-02-08,False,2,1,1,3,2,53,9,1,Amazon
28747,Mary Johnson,25,Motorola,Razr 40,388.81,A$594.88,AUD,1.53,3,"Does what it’s supposed to, nothing special. Okay for casual use.",Neutral,Australia,English,2025-06-14,True,2,2,4,2,2,65,11,3,AliExpress
28748,Qabil Banerjee,23,Realme,Realme 12 Pro,520.81,₹43227.23,INR,83.0,3,"Phone is fine, not the best in this range. Average experience overall.",Neutral,India,Hindi,2024-07-07,True,3,3,2,4,3,70,12,1,Amazon
28749,Yasmin Souza,41,OnePlus,OnePlus Nord 3,803.05,R$4577.39,BRL,5.7,5,Absolutely love this phone! The camera is next level. Best purchase of the year!,Positive,Brazil,Portuguese,2023-01-27,True,5,3,5,5,5,80,14,6,BestBuy
28750,Elizabeth Burke,26,Xiaomi,Poco X6,499.71,$499.71,USD,1.0,3,Build quality feels solid and durable. Loving it so far!,Positive,USA,English,2024-12-16,True,3,1,4,3,3,56,10,7,BestBuy
28751,Gabriel Caldeira,27,Apple,iPhone 13,958.5,R$5463.45,BRL,5.7,4,Absolutely love this phone! The camera is next level. Absolutely worth it!,Positive,Brazil,Portuguese,2025-08-02,True,3,3,2,5,1,74,12,6,Flipkart
28752,James Carter,22,Samsung,Galaxy S24,813.94,$813.94,USD,1.0,1,Software updates are delayed sometimes. Fine but could be better.,Neutral,USA,English,2023-11-10,True,1,1,1,1,3,65,10,0,Amazon
28753,Tom Summers,30,Motorola,Moto G Power,574.57,£448.16,GBP,0.78,1,Battery drains too fast even on standby. Returning this soon.,Negative,UK,English,2024-08-29,False,1,1,2,1,1,61,10,0,Amazon
28754,Sierra Mills,41,Xiaomi,Redmi Note 13,424.23,A$649.07,AUD,1.53,2,Fast charging is a lifesaver. Best purchase of the year!,Positive,Australia,English,2022-10-30,False,1,1,3,1,1,56,10,5,AliExpress
28755,Beth Francis,54,Apple,iPhone SE,1156.25,C$1595.62,CAD,1.38,5,Build quality feels solid and durable. Loving it so far!,Positive,Canada,English,2023-03-10,True,5,5,4,4,4,56,10,4,eBay
28756,Triveni Barad,18,Samsung,Galaxy Note 20,1081.46,₹89761.18,INR,83.0,3,Smooth performance even after months of use. Best purchase of the year!,Positive,India,Hindi,2022-12-31,False,1,2,3,3,3,71,12,3,Flipkart
28757,Trevor Stone,25,OnePlus,OnePlus Nord 3,664.88,د.إ2440.11,AED,3.67,1,Not bad for daily use but could be optimized. Average experience overall.,Neutral,UAE,English,2023-04-04,True,1,1,1,1,1,73,12,0,Flipkart
28758,Amanda Chavez,38,Google,Pixel 6,818.54,A$1252.37,AUD,1.53,4,Design feels premium and stylish. Best purchase of the year!,Positive,Australia,English,2024-03-03,True,3,2,4,5,3,60,10,7,AliExpress
28759,Jeffrey Bryant,41,Google,Pixel 6,976.37,A$1493.85,AUD,1.53,3,Build quality feels solid and durable. Absolutely worth it!,Positive,Australia,English,2025-08-08,False,2,2,2,4,4,59,9,4,BestBuy
28760,Elaine Anderson,36,Motorola,Razr 40,287.38,د.إ1054.68,AED,3.67,3,"Overall decent, but expected a bit more for the price. Okay for casual use.",Neutral,UAE,English,2024-06-02,True,3,4,4,2,3,75,14,0,eBay
28761,Yagnesh Patla,22,Apple,iPhone 14,1302.22,₹108084.26,INR,83.0,3,"Does what it’s supposed to, nothing special. Okay for casual use.",Neutral,India,Hindi,2025-03-30,True,4,3,1,2,5,65,11,3,BestBuy
28762,Breno Aragão,41,Apple,iPhone 13,800.65,R$4563.7,BRL,5.7,4,"Face unlock is instant, super smooth. No regrets buying this one.",Positive,Brazil,Portuguese,2023-03-13,False,3,4,5,3,1,65,11,6,Amazon
28763,Gaurav Nagy,22,Xiaomi,Redmi Note 13,313.6,₹26028.8,INR,83.0,3,Smooth performance even after months of use. Absolutely worth it!,Positive,India,Hindi,2023-07-12,True,2,2,4,2,4,65,10,3,Amazon
28764,Darrell Gordon,30,Google,Pixel 7a,661.82,A$1012.58,AUD,1.53,2,Sound quality is okay but not very loud. Fine but could be better.,Neutral,Australia,English,2025-03-24,False,1,3,1,1,1,66,13,2,BestBuy
28765,Jennifer Ramos,21,Samsung,Galaxy Z Flip,437.1,$437.1,USD,1.0,5,Build quality feels solid and durable. Loving it so far!,Positive,USA,English,2023-04-27,False,3,5,4,2,3,56,10,3,Amazon
28766,Stephanie Jones,27,Apple,iPhone 13,1139.38,A$1743.25,AUD,1.53,4,Absolutely love this phone! The camera is next level. Loving it so far!,Positive,Australia,English,2022-11-08,True,2,4,2,2,3,71,13,1,Flipkart
28767,João Pedro Araújo,28,Realme,Realme Narzo 70,258.1,R$1471.17,BRL,5.7,4,Display is crisp and vibrant — perfect for gaming. No regrets buying this one.,Positive,Brazil,Portuguese,2024-01-05,True,5,3,3,3,4,78,14,5,Amazon
28768,Valentine Hoffmann MBA.,18,OnePlus,OnePlus 11R,508.08,€472.51,EUR,0.93,2,Battery life could be slightly better. Fine but could be better.,Neutral,Germany,German,2025-05-03,True,1,3,4,1,1,64,11,2,BestBuy
28769,Mrs Sarah Brooks,27,Google,Pixel 8,955.22,£745.07,GBP,0.78,5,Absolutely love this phone! The camera is next level. No regrets buying this one.,Positive,UK,English,2025-04-25,True,5,4,4,3,5,81,14,1,eBay
28770,Carrie Hurst,35,Apple,iPhone SE,808.56,C$1115.81,CAD,1.38,3,"Design is okay, a bit bulky though. Average experience overall.",Neutral,Canada,English,2024-07-21,True,3,3,3,3,3,63,10,1,Amazon
28771,Chad Higgins,28,OnePlus,OnePlus Nord 3,710.47,C$980.45,CAD,1.38,5,Design feels premium and stylish. Absolutely worth it!,Positive,Canada,English,2024-03-10,True,5,5,3,4,4,54,8,6,eBay
28772,Ramona Pohl MBA.,33,Apple,iPhone 13,977.72,€909.28,EUR,0.93,3,Fast charging is a lifesaver. No regrets buying this one.,Positive,Germany,German,2024-04-11,False,1,4,1,4,1,57,10,7,Amazon
28773,Sr. André Duarte,18,Google,Pixel 6,964.57,R$5498.05,BRL,5.7,4,Worth every penny. Highly recommended! Absolutely worth it!,Positive,Brazil,Portuguese,2023-12-14,False,3,5,1,4,5,59,8,1,Flipkart
28774,Claire Shaffer,35,Google,Pixel 7a,842.37,$842.37,USD,1.0,4,Loving the clean UI and fast updates. No regrets buying this one.,Positive,USA,English,2024-02-13,True,3,2,2,3,4,65,12,4,Flipkart
28775,Traudel auch Schlauchin-Trupp,41,OnePlus,OnePlus 11R,742.11,€690.16,EUR,0.93,5,Battery easily lasts a day with heavy use. Absolutely worth it!,Positive,Germany,German,2025-09-09,True,5,4,3,3,5,63,11,4,eBay
28776,Peter Crawford,33,Google,Pixel 6,831.52,A$1272.23,AUD,1.53,4,Loving the clean UI and fast updates. Loving it so far!,Positive,Australia,English,2024-07-25,True,4,1,2,5,5,55,11,4,eBay
28777,Bento Freitas,29,Samsung,Galaxy S24,546.61,R$3115.68,BRL,5.7,3,Not worth the money spent. Wouldn’t recommend.,Negative,Brazil,Portuguese,2025-06-06,True,4,2,5,2,3,46,7,1,Flipkart
28778,Mark Mitchell,38,Realme,Realme 12 Pro,532.33,A$814.46,AUD,1.53,1,Phone lags often after a few apps. Not up to the mark.,Negative,Australia,English,2022-11-11,True,1,1,2,1,1,54,12,1,AliExpress
28779,Rhonda Lopez,18,OnePlus,OnePlus 12,527.27,A$806.72,AUD,1.53,4,Battery easily lasts a day with heavy use. Loving it so far!,Positive,Australia,English,2024-06-18,False,3,4,4,3,4,60,12,4,Amazon
28780,Falan Natarajan,27,Xiaomi,Poco X6,582.83,₹48374.89,INR,83.0,5,Design feels premium and stylish. Best purchase of the year!,Positive,India,Hindi,2025-09-09,True,4,4,4,4,4,60,10,4,Flipkart
28781,Andrew Santos,28,Apple,iPhone 14,907.66,د.إ3331.11,AED,3.67,4,Loving the clean UI and fast updates. Absolutely worth it!,Positive,UAE,English,2024-01-28,False,3,3,2,3,3,58,10,7,Amazon
28782,Brett Taylor,45,OnePlus,OnePlus Nord 3,393.34,$393.34,USD,1.0,5,Fast charging is a lifesaver. Loving it so far!,Positive,USA,English,2022-11-08,True,5,4,3,3,5,47,9,2,eBay
28783,Francesco Kohl B.Eng.,34,Xiaomi,Redmi Note 13,358.02,€332.96,EUR,0.93,2,Customer service was disappointing. Wouldn’t recommend.,Negative,Germany,German,2023-10-13,True,1,2,1,1,1,55,6,1,Flipkart
28784,Kelly Herman,30,OnePlus,OnePlus 11R,708.15,د.إ2598.91,AED,3.67,5,Design feels premium and stylish. Absolutely worth it!,Positive,UAE,English,2025-04-27,True,4,5,5,3,5,54,8,3,BestBuy
28785,Jonathan Bowen,31,Xiaomi,Redmi Note 13,262.07,A$400.97,AUD,1.53,3,Build quality feels solid and durable. Loving it so far!,Positive,Australia,English,2025-07-19,True,4,4,2,3,4,56,10,6,eBay
28786,Zeynep Wohlgemut-Beckmann,39,Xiaomi,Poco X6,357.78,€332.74,EUR,0.93,1,"Phone hangs often, regret buying it. Returning this soon.",Negative,Germany,German,2023-12-03,True,1,3,1,1,1,57,9,3,Flipkart
28787,Jhalak Sidhu,33,Google,Pixel 6,936.48,₹77727.84,INR,83.0,2,Phone lags often after a few apps. Wouldn’t recommend.,Negative,India,Hindi,2023-10-22,True,2,2,2,1,1,54,9,2,eBay
28788,Jonathan Baker,18,Xiaomi,Poco X6,619.72,د.إ2274.37,AED,3.67,4,Loving the clean UI and fast updates. Best purchase of the year!,Positive,UAE,English,2023-12-07,True,4,3,2,4,3,64,12,3,AliExpress
28789,Beth Sullivan,27,Xiaomi,Poco X6,254.74,A$389.75,AUD,1.53,2,"Overall decent, but expected a bit more for the price. Okay for casual use.",Neutral,Australia,English,2025-08-29,False,2,1,3,2,1,75,14,1,AliExpress
28790,Irma Bien,41,Samsung,Galaxy A55,503.81,€468.54,EUR,0.93,3,Neutral feelings — neither great nor bad. Okay for casual use.,Neutral,Germany,German,2025-04-18,True,2,2,1,2,3,62,11,4,Amazon
28791,Karen Bradley,40,Motorola,Moto G Power,416.42,A$637.12,AUD,1.53,3,"Overall decent, but expected a bit more for the price. Fine but could be better.",Neutral,Australia,English,2025-01-16,True,3,1,2,3,3,80,15,2,eBay
28792,Ayushman Kakar,49,Samsung,Galaxy A55,1303.64,₹108202.12,INR,83.0,4,Worth every penny. Highly recommended! Absolutely worth it!,Positive,India,Hindi,2023-04-25,False,4,3,3,5,3,59,8,2,eBay
28793,Kimberly Lopez,32,Motorola,Razr 40,527.29,د.إ1935.15,AED,3.67,4,Sound quality is okay but not very loud. Average experience overall.,Neutral,UAE,English,2024-05-10,False,5,4,4,4,5,68,11,3,Flipkart
28794,Theresa Pearson,28,Google,Pixel 7a,846.13,$846.13,USD,1.0,3,Not bad for daily use but could be optimized. Average experience overall.,Neutral,USA,English,2023-03-18,True,3,4,3,1,1,73,12,1,AliExpress
28795,Michael Walker,30,Xiaomi,Poco X6,378.17,د.إ1387.88,AED,3.67,5,Build quality feels solid and durable. Loving it so far!,Positive,UAE,English,2025-03-23,True,5,5,4,5,5,56,10,7,AliExpress
28796,Roy Andrews,28,Xiaomi,Poco X6,337.15,$337.15,USD,1.0,4,Battery easily lasts a day with heavy use. Absolutely worth it!,Positive,USA,English,2025-01-21,False,4,4,5,3,5,63,11,6,Amazon
28797,Igor Cavalcante,41,Motorola,Edge 50,337.91,R$1926.09,BRL,5.7,3,Absolutely love this phone! The camera is next level. Absolutely worth it!,Positive,Brazil,Portuguese,2025-07-11,True,2,3,2,3,2,74,12,4,Flipkart
28798,Chakrika Gandhi,18,Xiaomi,Mi 13 Pro,301.39,₹25015.37,INR,83.0,3,Battery life could be slightly better. Average experience overall.,Neutral,India,Hindi,2024-12-13,False,2,2,1,2,3,66,9,4,BestBuy
28799,Patrick Fowler,36,Apple,iPhone 15 Pro,1396.02,$1396.02,USD,1.0,4,Display is crisp and vibrant — perfect for gaming. Absolutely worth it!,Positive,USA,English,2023-12-07,True,4,1,1,4,2,71,12,2,Amazon
28800,Sean Solis,27,Xiaomi,Mi 13 Pro,569.44,A$871.24,AUD,1.53,3,"Performance is average, camera okay. Fine but could be better.",Neutral,Australia,English,2024-01-23,True,1,4,3,2,3,62,10,2,eBay
28801,Paula Guerrero,35,OnePlus,OnePlus 11R,588.74,C$812.46,CAD,1.38,4,Smooth performance even after months of use. Loving it so far!,Positive,Canada,English,2025-08-26,True,3,3,2,3,5,62,11,5,Amazon
28802,Marina Rezende,30,Samsung,Galaxy A55,1043.82,R$5949.77,BRL,5.7,2,Battery life could be slightly better. Fine but could be better.,Neutral,Brazil,Portuguese,2023-03-10,False,2,3,1,2,1,64,11,1,AliExpress
28803,Elizabeth Rivera,20,OnePlus,OnePlus Nord 3,634.11,C$875.07,CAD,1.38,1,"Phone hangs often, regret buying it. Wouldn’t recommend.",Negative,Canada,English,2024-03-20,False,1,1,1,1,1,56,8,1,Flipkart
28804,Dr. David Stevens,18,OnePlus,OnePlus 12,364.63,A$557.88,AUD,1.53,4,Loving the clean UI and fast updates. Absolutely worth it!,Positive,Australia,English,2025-04-04,True,5,3,3,4,4,58,10,4,BestBuy
28805,Brandon Thomas,28,Samsung,Galaxy Note 20,754.51,A$1154.4,AUD,1.53,2,Display is crisp and vibrant — perfect for gaming. Absolutely worth it!,Positive,Australia,English,2023-02-13,False,2,1,2,3,2,71,12,1,Flipkart
28806,Jessica Campos,34,Apple,iPhone SE,1309.68,د.إ4806.53,AED,3.67,3,"Does what it’s supposed to, nothing special. Fine but could be better.",Neutral,UAE,English,2024-02-13,True,2,2,3,1,2,70,12,1,AliExpress
28807,Dustin Williams,21,OnePlus,OnePlus 11R,980.66,$980.66,USD,1.0,4,"Phone is fine, not the best in this range. Okay for casual use.",Neutral,USA,English,2023-05-26,True,3,3,3,3,3,63,13,1,Flipkart
28808,Antonio Miller,31,OnePlus,OnePlus 12,888.37,د.إ3260.32,AED,3.67,2,Sound quality is okay but not very loud. Average experience overall.,Neutral,UAE,English,2025-06-17,False,1,2,1,1,1,68,11,2,Amazon
28809,Richard Taylor,29,Samsung,Galaxy A55,887.56,د.إ3257.35,AED,3.67,2,Fast charging is a lifesaver. No regrets buying this one.,Positive,UAE,English,2024-04-04,True,1,1,2,2,1,57,10,10,AliExpress
28810,Dr. Brianna Turner MD,31,Apple,iPhone SE,1060.39,$1060.39,USD,1.0,4,Display is crisp and vibrant — perfect for gaming. No regrets buying this one.,Positive,USA,English,2023-07-08,True,2,2,4,3,4,78,14,6,BestBuy
28811,Robert Sanchez MD,40,OnePlus,OnePlus Nord 3,740.24,A$1132.57,AUD,1.53,3,Not bad for daily use but could be optimized. Average experience overall.,Neutral,Australia,English,2025-01-14,True,2,1,1,4,2,73,12,1,eBay
28812,Amanda Pacheco,36,OnePlus,OnePlus 11R,550.38,R$3137.17,BRL,5.7,2,"Phone is fine, not the best in this range. Fine but could be better.",Neutral,Brazil,Portuguese,2025-02-26,True,1,2,3,3,1,68,14,0,Amazon
28813,Christopher Hussain,18,Motorola,Edge 50,583.45,£455.09,GBP,0.78,5,Fast charging is a lifesaver. Absolutely worth it!,Positive,UK,English,2022-12-26,True,4,5,4,4,5,50,8,6,Flipkart
28814,Robin Oliver,33,Samsung,Galaxy S24,610.38,C$842.32,CAD,1.38,3,Battery easily lasts a day with heavy use. Absolutely worth it!,Positive,Canada,English,2023-11-16,True,1,2,3,4,3,63,11,4,Flipkart
28815,Emilly Aragão,28,OnePlus,OnePlus 11R,673.86,R$3841.0,BRL,5.7,4,Absolutely love this phone! The camera is next level. No regrets buying this one.,Positive,Brazil,Portuguese,2024-10-10,True,2,2,3,3,2,81,14,5,Flipkart
28816,Miss Caroline Forster,22,Realme,Realme Narzo 70,497.96,£388.41,GBP,0.78,2,Overheats quickly while gaming. Very disappointed.,Negative,UK,English,2024-07-02,True,4,2,2,1,4,50,6,4,AliExpress
28817,Lisa Lopez,42,Samsung,Galaxy S24,1265.07,د.إ4642.81,AED,3.67,4,Worth every penny. Highly recommended! Loving it so far!,Positive,UAE,English,2025-01-18,True,4,5,3,4,3,56,9,6,BestBuy
28818,Katie Mills,32,Realme,Realme Narzo 70,215.6,د.إ791.25,AED,3.67,4,Smooth performance even after months of use. No regrets buying this one.,Positive,UAE,English,2023-07-30,True,3,3,3,5,4,72,12,5,BestBuy
28819,Victoria Castillo,42,Motorola,Edge 50,710.57,$710.57,USD,1.0,4,"Design is okay, a bit bulky though. Average experience overall.",Neutral,USA,English,2023-09-30,True,3,4,2,2,3,63,10,1,AliExpress
28820,Julie Newman,26,Google,Pixel 6,900.59,د.إ3305.17,AED,3.67,3,Absolutely love this phone! The camera is next level. Loving it so far!,Positive,UAE,English,2025-01-13,True,2,1,2,4,5,71,13,4,eBay
28821,Trevor Thompson,38,Google,Pixel 8,535.68,A$819.59,AUD,1.53,1,Phone lags often after a few apps. Returning this soon.,Negative,Australia,English,2025-02-21,False,1,1,1,1,1,55,10,3,Amazon
28822,Clive Bibi,32,OnePlus,OnePlus Nord 3,802.29,£625.79,GBP,0.78,5,Loving the clean UI and fast updates. No regrets buying this one.,Positive,UK,English,2024-11-09,False,5,3,5,5,5,65,12,6,Flipkart
28823,Kyle Arias,22,Realme,Realme Narzo 70,585.96,د.إ2150.47,AED,3.67,4,Absolutely love this phone! The camera is next level. Loving it so far!,Positive,UAE,English,2024-04-27,True,4,3,5,3,3,71,13,2,Amazon
28824,Dakshesh Bhandari,41,Apple,iPhone 15 Pro,1195.01,₹99185.83,INR,83.0,4,"Face unlock is instant, super smooth. Best purchase of the year!",Positive,India,Hindi,2025-04-28,True,4,2,3,4,5,64,11,3,Flipkart
28825,Kenneth Hicks,43,Motorola,Razr 40,474.97,د.إ1743.14,AED,3.67,5,Loving the clean UI and fast updates. Loving it so far!,Positive,UAE,English,2025-07-16,True,4,4,3,4,4,55,11,3,Amazon
28826,Pietra Albuquerque,18,Motorola,Edge 50,725.98,R$4138.09,BRL,5.7,1,Overheats quickly while gaming. Returning this soon.,Negative,Brazil,Portuguese,2024-01-24,False,1,1,2,1,1,52,7,4,Flipkart
28827,Kaitlyn Brown,41,Google,Pixel 8,1082.27,C$1493.53,CAD,1.38,4,Display is crisp and vibrant — perfect for gaming. Loving it so far!,Positive,Canada,English,2023-09-30,True,3,3,2,4,3,68,13,4,Flipkart
28828,Patrick Metcalfe-Macdonald,30,Motorola,Moto G Power,447.32,£348.91,GBP,0.78,5,Battery easily lasts a day with heavy use. Absolutely worth it!,Positive,UK,English,2025-04-12,True,5,5,5,5,5,63,11,5,Flipkart
28829,Dr Joshua Jackson,33,Xiaomi,Redmi Note 13,674.3,£525.95,GBP,0.78,3,"Design is okay, a bit bulky though. Fine but could be better.",Neutral,UK,English,2024-01-03,True,2,2,1,3,3,61,12,2,Flipkart
28830,Teresa Drake,18,Motorola,Moto G Power,503.15,د.إ1846.56,AED,3.67,2,"Performance is average, camera okay. Average experience overall.",Neutral,UAE,English,2023-07-20,True,2,3,1,2,1,64,8,1,Amazon
28831,Amanda Ryan,27,OnePlus,OnePlus 11R,386.75,$386.75,USD,1.0,1,Battery life could be slightly better. Okay for casual use.,Neutral,USA,English,2023-07-11,True,2,2,2,1,1,59,10,3,Amazon
